质感好，套上之后手机更好看了，很棒，透明的部分很通透，可以完美还原手机的质感，手感非常丝滑，而且不容易指纹。,positive
"保护性强，全包的防摔性确实不错，整体很有安全感,另外个人觉得手感也很好，是裸机的纤薄感，很薄，用着也不沾指纹，效果非常好的，用几天一点儿油渍都没有，也没有发黄，看着干干净净很舒心~",positive
手机壳收到，非常漂亮，很有质感，套上手机后手感特别好，孔位很精准，四周把手机包裹得很完美，防摔性很强,positive
好！！！！,positive
超级好？,positive
小贵 不过品质不错，就是1米有点短 但是用下来差不多小半个月感觉不错,positive
物有所值,positive
充电速度：没有所说的充电速度，测了一下最快只能达到10w，非常的不满意  送货上门：承诺时间送达的，居然超时了，快递非常的垃圾,negative
针不戳 可以链接爱思助手 太棒了 充电也很快，没有选错，希望能用久一点！！！,positive
比普通线快点,positive
ue而且价格比原装更美丽，希望可以用的久一点，已经用了好几天了！认证的放心一些，应该和快充一样，刚开始拆快递发现是手机壳于是立刻联系客服，不要出现问题！发货速度真的非常快,positive
目前用着还行，物流很快次日达，充电速度不算快大概两小时冲满,positive
发货很快 很好用,positive
不是很满意，买了两根，一跟c口一根苹果的，长度是够，但是不一样长，c口的要长多几厘米，比其他品牌要贵一些，但是做工差很多，USB的塑料跟橡胶接口处缝隙很大，脱出来是迟早的事，线很硬，两根都这样，如果紫米有50厘米的我会选紫米的,negative
充电线今天配原装充电器试了，速度很快。线也蛮粗的，外观材质都不错。遗憾的是感觉线稍微有点硬。绿联品牌，包装等都很正规，是正品。,positive
好用，加长的贵一点一直没舍得买，618活动很划算！！！ 充电速度：充电很快 接触灵敏度：很灵敏,positive
好,positive
目前一切正常，就看耐久度了,positive
配充电宝十分方便！,positive
线很粗，携带不方便,negative
接触灵敏度：很好,positive
不错,positive
好,positive
质量很,positive
一般,positive
直接很好，比原配结实，一直信任绿联线材的品质,positive
好,positive
一直买这个，用着还不错,positive
已经买了好几根这个牌子了，习惯了，用一年吧，挺好的，喜欢。,positive
包装好，物流快，价格实惠，比超市便宜多了,positive
回购,positive
主要车用，没有PD充电快,positive
线质量不错，不是容易断的那种，黑色也耐脏又高级，值得购买。,positive
好用的,positive
好,positive
接触灵敏度：好 充电速度：快,positive
可以,positive
和原装充电器一起使用会发烫,positive
mfi认证，和原装充电头搭配使用，充电速度还挺快的，也很灵敏，识别速度快，就是材质稍微有一点点偏硬。,positive
买了很多他们家的产品了，从外包装到商品都挺好的，这次都买了根数据线，留着平时用。,positive
充的快,positive
蛮结实的，好评。,positive
公司使用 说苹果有认证,positive
可,positive
可以的,positive
质量很好，第五次购买了,positive
好使，充电咔咔充，不愧是绿联,positive
挺好用的,positive
目前看可以,positive
选的0.5m比想象中短，不方便，还是不能图便宜这么几块钱，后悔,negative
好用的,positive
此用户没有填写评论!,positive
ok,positive
挺好的,positive
收到了，还没用，朋友推荐这个牌子,positive
就为个mfi 不过黑色一套的确帅啊,positive
还行吧 也不算很快,positive
充电很快，爱了爱了,positive
又快又好！,positive
很好用，质量不用担心，就是小贵哈哈,positive
妈妈说还挺好用的,positive
不错,positive
质量不好 充电速度：慢,negative
不错的宝贝,positive
终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！无论是掌柜的态度还是对物品的我都非常的满意。宝贝比我想象中的还要好！不得不竖起大拇指。下次需要我还会再来的，到时候麻烦掌柜的给个优惠哦,positive
好,positive
挺好的,positive
挺好的  发货也快与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。,positive
好用！,positive
用了十天就充不了电了,negative
已经买了好几次，好用。,positive
还不错,positive
满意,positive
东西不错耐用,positive
买来是主要为了连接充电宝的 50cm长度刚刚好 25cm太短了 1m太长放在包里不方便,positive
好用！够粗又耐用，买过很多次他们家了,positive
好,positive
一般般 有点硬,positive
充电速度不错，快递很快，有苹果认证用的放心。,positive
好用,positive
都是买他家的线，质量很好，性价比很高,positive
速度很快，东西很满意,positive
充电效率不错，用一段时间追评,positive
五星好评，宝贝很不错，物流也很快，现在再买一份，总之是一次完美的购物体验。服务好,positive
数据线质量不错，东西很赞，做工精细，值得购买。小森 服务好,positive
好用,positive
第一次没看清楚买错了，咨询客服，很耐心讲解，重新买正确了。表扬candy小客服，很认真负责。,positive
好用,positive
很好，物流也很快，满意。,positive
什么破充电线 充**一万年充不进去百分之一的电,negative
这个品牌应该可以，很多年了。期望用得久点,positive
小宁服务好！,positive
试了一下还挺好的，又买了一条长的,positive
满意,positive
不错,positive
快递非常快，充起来也很快，手机电量显示红线了充满了四十分钟多一点吧,positive
质量是还可以，希望可以用很久！客服小林解释很到位！不错！,positive
充电线挺好，之前一直用的原装数据线，没留意速度，用这条线充电，充电40分钟电量从21%到80%，本想买来连充电宝的，买错了，不是USB接头，放着备用了,positive
搞活动买的，外观和描述一致，美观实用，材质手感都不错，好评！,positive
好,positive
充电线还不错，之前用的是原装线，快不快没留意，用这条线充电40分钟，电量从21%充到80%，本想连充电宝的，买错了，放着备用吧,positive
很好用,positive
白白服务好,positive
用了几天，充电速度很快，不会发烫，质量有保障，物美价廉！小谢 服务好！,positive
满意,positive
是正品 很好用 阿狸服务好,positive
保修一年，可以放心入了，客服“旺仔”服务好~,positive
第一天晚上付款的，第二天就到了，超级快！质量也不错,positive
好用！,positive
小米数据线，充电很快的,positive
太贵了，质量价格不符,negative
发货极速，继续关注,positive
不错好用,positive
挺好用的。送货上门，速度快。再买一条把公司的数据线也换了。,positive
哈哈,positive
小米真的很贴心，怕我撕不开封盒贴纸都提前帮我撕开了，打开后数据线的标签也是被人揉过的,negative
好用,positive
不错,positive
太好了，快递发的又快,positive
很不错,positive
好用,positive
好,positive
很好，奈斯,positive
一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，物有所值啊，果断好评！,positive
实用,positive
感觉冲得不是很快，negative
好,positive
同样官网，比京东贵好多，下次不来了,negative
官方正版,positive
是正品，而且价格不贵，用着也很大气，一直在用，很好🎉✨,positive
还不错,positive
材质偏硬，不好收拾.,negative
好,positive
还是官方的放心,positive
原装，充电速度很快,positive
可以的,positive
很快，最近发货,positive
是快充，买一个备着，好。,positive
线挺粗的，用了几次充电也不热，支持快充。,positive
价格实惠，质量杠杠的，非常好的一次购物，下次还来,positive
物流速度快。还得是原装线充电快啊,positive
k50Pro支持是120w,positive
已经收到啦，很不错，还有赠品，性价比太高啦，爱了爱了这个真的太🉑了，🎁包装很精美，宝贝做工比较精细，商家特别好❤，有问题都及时处理👍，确实是一次相当满意的网购，还会再来的😘超出预期，质量很好，做工精细，满意,positive
好评,positive
很好，k30u和13都能快充，发顺丰到货也很快,positive
好,positive
总体不错,positive
昨天晚上拍的，今天下午就到了，必须好评,positive
充电速度没有原装的那样，显示小数点，会比一般的充电器充的快。,positive
可以,positive
非常满意，谢谢,positive
充电线质量很好，线很粗的，充电快，配用自己快充头，半小时充满电，爱了爱了！,positive
数据线收到了，很好的，很棒的。用了，充电很快得。大家可以放心买。我这么挑剔感觉也很满意，。。,positive
充电速度太一般，很慢，照原装的差很远，和厂家介绍的不太一样，用上了以后才知道超慢,negative
不错，物美价廉,positive
宝贝收到了，用料上乘，颜色很好看，质感也很好，是我想要的！！下次还会再来！,positive
收到数据线了，橙色很好看，比预期的质量要好！推荐购买！充电速度很快！物美价廉～五星好评！,positive
质量很好哦，发货也很快，一家非常喜欢的店铺，我要疯狂推荐给朋友们,positive
非常棒，比我想象中的好很多,positive
还行。没有快充的标志。,neutral
经济实惠，物美价廉，质量非常好，非常满意，完全超出期望值，超级划算，性价比高，购物比实体店便宜多了。,positive
此用户没有填写评论!,neutral
感觉质量还是比较好的，挺满意的，个人真的很喜欢，完全超出我的期望值。,positive
收到货，第一时间拆包装，感觉质量还是比较好的，与卖家描述的还是一致的，挺满意的，个人真的很喜欢，完全超出我的期望值。,positive
物流速度很快！物超所值！性价比超高！很粗的线，做工很好！五星好评！推荐购买！超划算👍,positive
充电线不错，线很软也比一般的充电线粗，还带个收纳线能缠起来，充电速度也很快，第二次回购了,positive
非常棒,positive
最好别买充电极慢动都不动,negative
好用,positive
看着用料很足，冲电宝的速度也很快。希望能用很久。物流很快,positive
充电线很软，充电挺快的，性价比超高，比店里实在太多了。,positive
收纳方便，手感舒服，携带方便，好用，售后好的话以后还会买,positive
买了两根相同的数据线，结果一根能快充，一根不能快充,negative
很软很不错终于买到满意的商品了，超出期望，非常喜欢，身边的人都问我要链接,positive
够长够粗够结实，充电很快。比常用的充电线好用多了！用在我的华为无线充电器上正好。  送货上门：送货也快,positive
此用户没有填写评论!,neutral
线够长，够粗，小灯也好使，并且支持华为超级快充。性价比很高。值得购买。,positive
真的超粗一根，充电还超级超级超级快，还自带充电灯，真的很爱，舍友看到了都惊呆了，,positive
线很粗，好用又实惠，值得购买,positive
很满意的一次购物，质感很好，每条颜色不一样，这下在家不怕乱了，各用个的。,positive
质量不错，充电很快,positive
质量很好！充电很快！,positive
充电速度龟速,negative
摸着质量还可以，晚些看看充电速度，三条线，够家里和单位用了。,positive
很好很不错。值得推荐，线质量很好，很柔软，非常棒,positive
先说商品质量：产品总体不错，包装严实。再说商家服务：点赞啦。最后点评快递：发货很快。已经是第五次购买了！质量真的超好！手感很舒服！同事朋友都叫我帮买！买到就是赚到！,positive
我收到一条疑似快递平台的短信，让我变更派送地址，怀疑是卖家将我的个人信息透露给诈骗公司，我立马与卖家核实，卖家说没有透露我的个人信息，我要求卖家与快递公司核实，但卖家不愿意去核实，说快件还在物流过程中，没出现问题，建议我报警，后来我报警了，经过核实该短信是真实的，警察说我报了假警，卖家不作为，淘宝平台也没有处理力度，建议大家转到拼多多平台购买！,negative
东西不错，还有优惠，可以放心省钱购买，不要犹豫了质量很好，收到货第一时间打开看了，很不错，很满意，还会回购的,positive
物流速度快，服务好，线柔软，充电快，很好用，,positive
气味很大,negative
广告都是骗人的，买的快充，结果到货用上了，充了1小时才充进去10%，差评,negative
好评,positive
充电快，线材柔软。,positive
接触灵敏度：高 外观材质：杠杠的 充电速度：很快,positive
外观材质：线很粗，质量很好 充电速度：充电还有指示灯，充电很快 很好很喜欢,positive
接触灵敏度：很不错 外观材质：很好不错 充电速度：速度快 送货上门：速度快,positive
结实耐用，充电快，放办公室遭围观。,positive
商家服务态度很好，发货挺快的，产品质量挺好的.,positive
外观材质：线也柔软不易折断， 价格也不贵，以后会回购！把我家的充电线全换成这个 充电速度：充电是真快！,positive
接触灵敏度：高 外观材质：好 充电速度：快,positive
东西蛮好的，价格也实惠，值得购买，外观也蛮好看的,positive
接触灵敏度：1非常满意！ 外观材质：&gt;耐用结实！ 充电速度：l比预期快！快递给力！我会回来的！,positive
并没有那个旋转的小灯 外观材质：不符,negative
外观材质：挺不错的,positive
送货上门：充电线收到很好一款充电线容易收纳可调角度快递给力五分好评,positive
接头跟手机有点松,negative
真的餒，我家人們的oppo手機，都能啟動閃充超充的效果，下回再來加買，旋轉充電頭很方便，手機站立也行...很值,positive
真的餒，我家人們的oppo手機，都能啟動閃充超充的效果，下回再來加買，旋轉充電頭很方便，手機站立也行...2m長家裡用，手遊方便 ...0.9m長出門隨身帶實用方便...很值,positive
货收到了用了一下挺好，充电很快挺理想,positive
接触灵敏度：质量很好，充电很快而且物美价廉，一次愉快购物，需要朋友可以放心购买，好产品值得推荐，必须给五星！,positive
发货真快，产品美观，好喜欢，谢谢商家提供了好商品！,positive
不错，做工精细，满意，positive
物流快，收到就使用了一下，非常好用！,positive
接触灵敏度：挺不错的 外观材质：看着挺好 充电速度：挺快 送货上门： 挺好的数据线。用起来也方便。可以左右动。不错不错,positive
接触灵敏度：很好 外观材质：很好 充电速度：飞快 送货上门：满意,positive
今天收到，物流很快好，充电非常快，半个小时充了百分之八十电还能弯折，数据线质量很好。,positive
支持快充，连接也稳定,positive
很好用,positive
质量很好,positive
此用户没有填写评论!,neutral
线很粗，用快充头，有快充标志显示出来,positive
线很粗，替换原来的线可以快充,positive
线挺粗的，头设计也完美，物有所值！,positive
充电速度非常好，线绳也长。客服态度也好。质量非常好。,positive
充电速度非常快，线绳很长，描述一致。产品非常好。,positive
黑号,negative
还行,positive
6,negative
差,negative
不要买,negative
坑,negative
别买这家了,negative
我去你的,negative
可,positive
不咋地,negative
呵呵,negative
笑死,negative
我笑了,positive
垃圾,negative
