Comment,Class
差评差评差评  重要事情说三遍 17号晚上买的 赠品中的  无线冲 手表 价值* 临时换掉了  换成价值*的内存卡 和*的移动电源  这是多坑   京东这是欺骗客户  要求补偿 ！,-1
差评并非针对产品，京东店大欺客，作为京东老用户，一步步成长为钻石会员不易，京东却以莫须有的罪名黑了我的账户，使得我无法正常领取优惠券，也无法使用京豆兑换优惠券，也无法购买抢购商品，无法参加促销活动。原因是京东为了牟取暴利，开发出&ldquo;京东卫士&rdquo;风控系统，把客户分为三六九等，在后台对老客户做出限制，手段肮脏，过河拆桥，卸磨杀驴。如此摒弃老客户，就是忘记了自己的立足之本，迟早也会因此将自己亲手埋葬！,-1
差评是给三啊星的，尼。玛撒一个月降1000,-1
差评给j东的。预售没先发货，18号才收到，金库返现100没有了，一年屏保什么的没有了，那叫我先全款预订干啥。在说手机，做工不咋滴，缝隙都对不齐，山寨？贵一千块就多个弧形，才弧了那么一点点，功能又没什么。无线充电左下角发热厉害。说实在是不想果6烂大街才买这个，很失望。不能贴膜，什么膜都翘边，送的壳已经掉色，其他没试了，看这次这玩意能顶多久，一年后还能值个3000块不。建议别买，不差钱的随意。我是图个新鲜，弧形屏幕，不烂大街。,-1
差评给京东   赠品跟广告的完全不一样    这是自营哦  不是第三方居然做出此等忽悠消费者的事情  完全颠覆了对京东自营的一贯信任  完全是自毁长城   手机本身很喜欢  比想象中稍微厚一点 先用着,-1
差评给京东，之前预定的没有无线充，现在买的有无线冲，这就是对消费者负责？就这么对待在京东上预定的客户？差评，简直就是**，再也不在京东买手机和任何电子产品！,-1
差评给京东，这么多年来第一次写评论，服务态度差，说好有货结果付了钱说没货，欺骗消费者，客服态度傲慢，蛮不讲理。一星都给多了，去你MA的狗东,-1
差评给的是京东的信誉!预定的人都懂得，不解释。手机怎么样用后再说。,-1
差评送货慢。首发什么赠品都没有。结果618当天送一堆赠品还能用券，承诺的以旧换新e卡一直没有给到，投诉多次结果说是采购与三星的合同条约又问题需要再更新简直无敌。差评到底,-1
己掉漆,-1
已打315，举报拉黑店铺，新机，三星S7曲屏64G用了20天不到有问题了，不给换，新机给我维修谁能接受，就是这么坑害普通群众的吗？那我要是用16天坏了，差了不是两三天而是一天，也是只修不换吗？谁能接受几千块的新机器返厂维修，这钱就当给卖家和厂家平分做棺guan材cai了，算是第一次买这么贵手机，体验很差劲，说是24小时给我解决，老子等了三四天，音讯全无，望广大朋友慎购。,-1
已经不想说了，买来一个月京东返修一次，自己修两次。  要是能退我立马就退了。,-1
"已经使用一个月了 手机速度够快 就是使用时发热 特别烫, 烫手我都不敢再用了",-1
已经坏掉了,-1
已经用了快半个月，出了发热快，电池消耗快，客服服务差，屏幕下方一片红，价格变化快。其他没什么好说的了。,-1
希望以后不要发送不合格的电子产品了。浪费大家的时间、金钱。,-1
帮我处理了差不多一个星期还处理好，三星果然是尿道循环，现在还没我手机消息？,-1
帮朋友买的，送到就是坏的。退货申请了半个月，要搞清楚手机坏的关买家什么事？效率差，手机方面售后差，在我的朋友圈子京东手机销售名声已臭！,-1
帮朋友代买的，希望没问题。我个人讨厌三星，垃圾质量！！！,-1
广告宣传的很，其实是手机中的垃圾，实在太难用，经常死机，斜频更垃圾。,-1
店大欺客，用了两个星期不到触摸不灵，软件闪退，客服一直欺骗搪塞，没有质保公章，三星专卖店根本不承认！！！一定会向315投诉！,-1
建议大家买之前还是慎重！我今天第一天用，已经死机将近10次！ 还不停的掉网然后又重新联网大概也有7次。我不太确定这是三星手机的问题还是京东的问题。我已经申请退货了，整个流程下来到退款 不知道大概需要多长时间 希望京东可以解决我的问题。这本来已经开心的事 已经浪费了我时间 影响了我的工作效率！ 同时再用苹果iphone6plus 觉得苹果还是稳定太多了！ ,-1
建议大家别在京东买这些东西，推卸责任的功力真的很强，与其花钱买来这么多麻烦，不如别买！,-1
开不了机啊！换货，收到之后好的话在追加,-1
开了快速充电还是要三个小时，严重怀疑买到假货,-1
开机一看，屏幕碎了！是不是能再送一个？？？,-1
开机后左下角曲屏部分有10x3mm左右的黑屏，申请退货。好不幸运啊！,-1
开机熟悉就发热，手掌肉厚容易边上误操作。触屏偶尔不灵,-1
"开箱后原装膜上有指印，用了两天各种发热，完全不像新机。屏幕极其不耐用，半年前在苏和谐宁买的s6，裸奔了半年屏幕完好，这个s7才几天屏幕上就有划痕了，难道s7屏幕比s6还差？
另外就是赠品和发票，苏和谐宁直接和机器一起寄来，京东什么都没有，问了客服各种搪塞，现在还没个消息。
总之是一次很差的购物体验，唯一还行的可能就是物流了。",-1
弄丢了手机，态度服务差，快递不给力。,-1
弧屏没个卵用，系统垃圾。价格贵,-1
强制消费，骗子,-1
强烈建议不要购买，误触很频繁，免提功能用不了，只要开免提对方一句也听不清楚，这是我在京东购物第一次给差评，之前在京东购买的三星A7都比这个好多多了，不介意误触不介意免提不好的话就买吧，至少照相不用美图了。,-1
强烈要求补差价，降价幅度简直无法接受！游戏卡顿，基本告别大型手游。膜不好贴，几乎摔一次准备一千多，不建议大家购买！,-1
当小白鼠了，屏幕左下角有漏液，黑色不能显示，曲面屏才出没多久，百度了一下，中奖率还挺高的，关键京东还不给换，还钻石会员呢。不是京东自营尽量不在京东买，商家成本高，东西自然贵。在京东入手这手机，慎重。,-1
当时明明和客服说了要换黑色的，结果等了这么多天，收到的还是绿色，已经心力交瘁，第一次失败的网购体验，从没给过差评。,-1
待机时间真的很短，电池不耐用，像素不错,-1
待机时间短，外观一样，自带软件太多，功能不实用，后悔购货！,-1
很一般不如苹果,-1
很不好的购物体验，我是28买的手机，而六月一号就有领券立减的活动，领600减300.别人花4788买的和我花5388的一样，我还只用了三天不到。打客服问说优惠券不给补差价。说让我退货重新买，来来回回最少半个多月，我想想还是算了，就这样吧，反正总体下来就这样，手机不错，体验不行。,-1
很不满意，买来就偶尔黄屏，以为是小概率事件就没有管。结果现在一个月了，黄屏已经严重到无法正常使用了。现在已经过了退换货期限了，只能返厂维修。,-1
很不满意，刚买了一周就降价了800元，而且用着不是太流畅，有种被坑的感觉，差评！,-1
很垃圾，刚用才一个多月就屏幕闪屏，售后说是外力造成漏液。无比垃圾的产品。,-1
很失望！相比S5并没有多大的使用感受提升。双卡双待不双通，要是插了内存卡就要牺牲一个手机SIM卡的位置。最重要的是，信号超差！！！！！！！！！曲面屏增加了单手操作的误碰导致点错地方。电池或许因为信号问题，用不了二十小时。,-1
很失望！部分功能有故障，超过七天不肯退机，难过！,-1
很失望一次购物，开开来就有坏点，目前已经申请换货&hellip;而且快递员明明说好的6号来取回快递也没来，呵呵。,-1
很失望很失望，机器没有啥惊喜的，送的手机壳割手，膜基本没屌用，发票不给我，还电子发票**我买那么多次东西就这次电子了吗。要发票还要自己承担运费。,-1
很好，京东物流很快，特别好,-1
很好很好很好很好很好,-1
很好的手机，就是刚刚买两天就降价了，给他们发信息也不回，态度不好,-1
很好的手机！很差的配件！极差的售后服务！！！\n货到即发现送的充电器不能正常使用，多次请售后解决均粗暴回复让找个当地维修，我才买的新品有什么道理要找维修？？？售后就是拒绝那还要售后干嘛！！！,-1
很差，很差，很差，很差，很差，很差，很差，很差，很差，很差，的客服听不懂人话，就知道忽悠人，机子比苹果6贵用起来没有苹果好，唯一不错的就只有相机。,-1
很差，手机有很多问题,-1
很差劲，第一客服答应送的手机保护膜没有送到。买手机前看有手机保护壳，也没有送到。反正很差劲！,-1
很差劲的一次购物，三星质量真心差，用了不到两天屏幕就出现亮点！！！价格还那么贵。以后都不会再买。,-1
很烂的手机，很倒霉的购物，到货之后，屏幕是坏的，换货，折腾了一个星期，收到新手机中间的键上都是划痕。,-1
很热，已退。买就是坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑坑,-1
微信视频聊天辣鸡,-1
心中只想说草！怀着希望买了个破手机！不但卡死还没法重启！！！,-1
心塞，左边屏幕一拿到就有条线，什么玩意儿啊，瑕疵品也能卖这么贵？？？,-1
必须差评，专员出尔反尔拖了十几天承诺也不兑现，该办的？不办留个邮箱不回你留什么邮箱，维权群一样情况差异处理见人下菜碟，你们不是来解决问题你是来解决我来了，彻底寒心了 这几天的事能写本书了 太精彩了，你们都不如房屋中介经纪人有底线 ?,-1
必须差评，我要求开局发票谁知他们拿电子票来糊弄我。对此我十分气愤跟客服也讲不通道理，没发票我送给朋友可以吗,-1
忒别差劲，无理由退货各种条件卡着，手机下载软件屏幕烫人都,-1
快递 太次了  都不问人名就给了 万一給错认了呢！,-1
快递员态度真差，只好投诉，你绩效没了怪我喽,-1
快递员说要先付钱，再验货，我付了钱要验货，快递员调头就走，说有问题找客服。京东，你就是这样调教员工的吗？对得起我这个钻石会员吗？,-1
快递哥依然给力，手机就是这么垃圾买了没几天就黑屏，然后线充充不上电，退货也告诉我所不行，超过7天不能退货，有质量问题也不行,-1
"快递太烂，一开始关机，开机以后也不送货上门！！什么服务
",-1
快递好评，不过手机一开箱就发现磕痕，因为要回老家了没时间换货，只能将就着用了,-1
快递小哥很给力，大半夜都给送来了，开始打开使用信号差，机器有问题，启动KNOX主动防御后要求重启手机，然后手机就开始无限重启了。15年5月份的库存。正在联系换机中，退换货的速度超长，不能接受，总之这次购买很不愉快，这是最后一次京东购买东西了，我只想说 操,-1
快递很好。三星客服也不错。。就是京东客服太差劲了，一问三不知，真不知道你们领导咋会用你这样的客服，买手机。手机到货。赠品没到货。明明可以先发手机，这个脑残客服0520却说我这边没这个按钮。没法先发手机。建议我取消订单！。我说把您们电话电话客服给我，她说电话客服和在线客服一样的。结果我自己打过去，电话客服很爽快的解决了。。先给我发的手机！人家就能解决你为啥不能。。哪怕说，我先帮你问问这句话都没有。。直接让我取消订单。。我要是你领导早把你开除了。。你二缺不缺啊。。0520！京东客服！,-1
快递很快 就是什么赠品都没有 连个贴膜都没,-1
快递慢的不能说，最后不是本人签收的,-1
快递挺好挺快，态度也好，包装完好，但是拆开包装不像新机，背后有小划痕，还有很多指纹，申请退货后让我拍照，然后联系客服一天多了到现在一直没有反应，差评！因为普通百姓，所以这么难申请吗？？？,-1
快递挺给力，下单9点半，收到4点半。3G卡不能用，说明书太简单，开始重启，关机均不听话，提示音不知何时出来了，音量太低，字体太小，也还算是三星老用户(s4)，忙不赢，不知没有用过者怎么办，首次用户体验不算好。,-1
快递真的很慢很慢   十二号买的 今天才到  赶双十一买的  到手一看 只有手机 什么都不赠 手机上连个最普通的膜都没有,-1
快递说下午送，结果上午就给我签收了。一直对京东很信任的，结果京东就是这样对待信任的客户的！你下午送就下午送，干嘛上午就给我签收。经过我同意了么？然后收到摄像头就是无法对焦，问客服客服让我打三星售后，晚上还没人接！白天都在上班谁有时间联系你？明天问下售后。已经做好退货的准备！果然棒子的东西靠不住？,-1
快速充电没两天就坏。垃圾,-1
忽悠顾客，送什么保险，都是假的，保险电话老没人接，妈的，给你差评，大家不要信，没事还好，有事就推来推去，妈的,-1
怀疑不是合格产品  感觉摄像头拍照不是很清晰而且屏幕比我之前用的红米还黄 拿来跑安兔兔分数只有10w  已经申请换货,-1
怎么不支持移动4G,-1
怎么买的手机在安兔兔上跑分才4万多不到5万？为什么？,-1
怎么感觉充电发烫啊&hellip;&hellip;,-1
怎么才用2个月相机就没用了，刚到手就常出现死机,-1
怎么说么？手机确实好用，但是一个果冻屏让它成为麻烦。放在包里没有任何挤压和碰撞，仅和钥匙放一起，拿出来屏居然碎了。任何一个人对新买的爱机肯定都倍加呵护，就是这样，从用到碎不超过三天。最戏剧的是在碎屏前一天京东保险还电话给我要我投保，说很多人屏都会碎，我用手机向来小心所以没投。没想到第二天就碎了，后来看评论真的很多人会碎屏，感觉曲面屏的硬度要和普通屏差很多。叫它果冻屏一点不过分。另外注意，但凡有坏，京东保险是不能再上保险的，毕竟他们是要赚钱的而不是真正帮客户处理问题，可以理解。只要买这款手机你就认定了它质量合格，所以不管屏脆不脆，只要损坏就是人为破坏，三星售后不会受理。去三星维修站，换一个屏成本1800元，而且还要预约。所以建议大家除了花*还要加碎屏保或者买个带盖的保护套。,-1
怎么说呢 坑预售的。真会玩 集体差评,-1
怎么说呢，一次很失败的购物，手机收到没有电这就算了，贴了钢化膜没注意左角有污点，因为手机没电没办法检查，贴了膜后我看见左角有污点以为是钢化膜上面的没在意，因为是双曲屏一般都不会注意，今天把钢化膜拆了 是屏幕里面的，这手机本身有问题，申请换货，客服打电话说什么挤压液体流出，这个没大脑挤压屏幕还不坏啊，再说了那个屏幕是大猩猩4玻璃的能挤压坏？说什么去检测，花费要自己出，我要的是解决问题不是听你来说废话的，这就是推卸责任一套一套的，所以大家买手机一定要注意我这种情况，京东现在已不再是正品网站了。真是失败的购物。,-1
怎么说呢，其实我满想给满星的，送货和服务态度都很好，我一般也不留评论，直到今天手机出了问题，上个月13号下的单，15号到的货，这个月6号晚上屏幕突然变色发绿，我也没在意，到了深夜直接给我黑屏，开关机和指纹识别都正常，我想屏幕多半出问题了，又没摔，又没进水(即便进水你也是防水的啊），让我严重怀疑了质量问题。,-1
"怎么说呢，如果是水果转过来的，可能会失望，确实系统差距挺大的，使用感受没有水果手机好。
不过这个绿色确实挺好看的，但是需要不带壳，一带壳这手机完全就没啥亮点了，现在应用下载的不多内存用了大概25%左右，用的时间长了会卡，相机启动再快也是在新买的时候而已，正常使用后基本是没有那么快的。

所以最后总结这手机呢，就是好看，真的不带壳，确实很好看，绿色的，其他颜色不太喜欢，但是实用性确实不如水果，而且日后如果出手卖应该折价也蛮多的，所以买这个得想好，如果你足够喜欢这个外观和颜色，可以买，如果不是那么喜欢，就还是踏实买水果吧 个人建议 不是苹果粉也不是三星黑

再次重申自己很喜欢这个手机，就是用起来没有那么流畅",-1
怎么说呢，维护权益，差评吧，应该是退换货。在京东我买的单反也好，这次的S7也好，设备里面有的标签总是皱巴巴的。这次手机更离谱，有一小标签还有撕下重贴的痕迹，原先的胶水痕迹还在那，瞎吗？？打开手机开热点给旧手机，一开就有本手机热点密码，这&hellip;！！以前新的手机肯定不会有的。,-1
怎么说呢，虽然知道三星不保值，但京东的这个价格策略着实让人无法接受，从5688到5388，我下手买了，然后就看它价格5288到5088，我咨询价保，回复说是市场价波动，这到底是市场价波动还是你京东在操作，京东心里自己应该很清楚吧，价格继续波动，18号凌晨4889还是多少的我忘了，到天亮了又恢复到5688减400券，4千这个价格我没意见，毕竟凌晨嘛，有点秒杀的意思，其他价格我很想骂人，对于机子本身，三星嘛看的多了也就那样，不多说，这一星完全给京东的那些做市场策略的**！谢谢！,-1
怎么说咧，手机用十天后手机屏幕坏了，自己莫名其妙出现了粉红色的异常画面，还容易发热。,-1
性价比太低太低了 出来没多久就降价了 三星以后吃新机大家千万别急着买 太垃圾了,-1
性价比超低，一买回来就出问题，售后服务太差。,-1
总共三个按键，现在全坏了,-1
总是自动重启 后来演变成直接关机了 ,-1
总是黑屏 屏幕偶尔自己动 打打字突然就卡住了 三星啊 也就这么回事儿了  不知道怎么回事儿,-1
总的不错，不过我好郁闷，买了不到一个星期就跌价了，抓狂。,-1
恭喜我成为又一个接盘侠，正面手机膜上和背面把膜揭下来后手机机身上愣大的指纹我就呵呵了，你们的品控都下岗了吗？,-1
恶心 最恶心的一次网购了 说好退换货的 到了竟然说按键划伤！骗子骗子骗子骗子骗子骗子骗子骗子骗子,-1
"想买手机的朋友，希望能认真的看完。

手机颜值不错，我当初也是被颜值迷惑，决定舍弃华为和苹果买三星的。

手机唯一让我感觉不错，就是照相功能。实话照相比不上苹果，但比较清晰，夜拍较清晰。

手机运行内存4g，可用3.34g，但三星一些无用的商店，应用就占掉1.87g（见图，刚开机截的图）。
而且隔几天更新的程序，占用的内存明显越来越大。这些系统自带无法关停的程序，直接导致发热问题。

手机50多个发热问题（见图，关不掉的程序），。
就算你什么也不做，手机也是微热的。打电话手机明显发热，微信视频，手机热的烫手，想直播的朋友，1000的手机可以正常直播，但它不行，不到20分钟热的能煎鸡蛋，再过几分钟，直接热保护关掉程序。

售后的态度：
我因为发热问题找过售后，手机微信视频五分钟，明显发热严重（同时视频的手机，明显凉很多）。售后摸摸说正常，我说用鲁大师测温度，售后说鲁大师垃圾软件，第三方他们不考虑，我说你自己提供测温度软件，他们说我三星没有，然后说我都摸了正常，你别和我说话（售后原话），便打电话不再理我。

当初在楼房里（4楼），我oppo手机有信号，母亲买了一年多，一千多的手机也有信号",-1
想骂人，5k多买的机器，卡的要死不说，有时候电话也接不了，我也是醉了，一颗星就不想给！买京东那么多次，最差的一个！要不是老家用了10多天，我都给它退了，太jb差了,-1
感觉S7就是垃圾手机根本就不值这么多钱，用了没几天屏幕就有划痕（正常使用），难道就这么脆弱。运行大一点的软件会卡，而且黑屏过几次，手机发热现象也比较严重，这样的体验根本对不起这个价位。,-1
感觉上当了，*承诺的赠品一样没发，现在跟我说赠完为止，去你大ye,-1
感觉上当了，当时看是送镜面保护套！没有保存截图，后面就变了。哎，非常不满意，差评,-1
感觉像假的，后悔死了,-1
感觉没什么性价可比。,-1
懒得退了,-1
我4月20日收到该手机，开机不到两小时，屏幕就开不起来了，你说这么贵的手机的质量靠谱吗。那更让人无法接受的是京东的换退货处理，于23日售后收到这问题手机，至今也10整了，至今客服天天告诉你7-10天，7-15天，天天告诉你耐心等待，天天告诉你尽快处理，金牌用户尚且如此，看以后你们还敢在这里买手机！,-1
我7号交的定金，13号付的尾款！18号收到货，这些我都忍了！不过后来下单又多了这么多的赠品，那我们交的定金是干什么用的呢？买个被耍的名额吗？我想退货重拍！客服说了，定金不退！*绝对的牛逼啊！我认栽了！,-1
我一直对京东的感觉不错，，经过了这一次，我算是知道了，，付完钱后服务差得要命，，，30号付的钱，今天都20号了，货还没有到手，我催了好几遍，12号催了 是立马就发货了，但是不是原装的，又申请退货，一直到20号 我还没有收到货，打客服电话说我给他们发过去的不是正品 正在核实，我问是不是只能等，客服的回答是 只有等这一个办法。唉，还不知道什么时候收到货。。。。。。,-1
我不想多说什么。请大家打算买这个手机的朋友直接看图。这款手机我是4月3号拿到手的。到现在2个月了。手机出现彩色条纹。检测报告显示是LED故障。新手机俩月就出现这样的问题我很无语。网上也有很多朋友是类似的问题。所以请大了慎重购买。,-1
我不知道说什么好，一个重力感应坏了，要检测3天还没出报告，一直显示拆包，到底是拆包还是拆机？,-1
我严重怀疑是翻新机，要不就是样机，刚拿到手就有问题，自带软件都不能上网，也不能更新软件，打开三星商城里下载东西，会弹出一个乱码的提示栏，最下方有行字，无法联网，只能点取消，我使用几天不注意有点磨损，京东售后不给我换，于是拿到三星售后给我维修了，影响我使用，影响心情，我去你祖宗个逼，我去你祖宗个逼的，这辈子不买京东的东西了,-1
我也不知道是什么原因，用了几天就开始卡机.真心不舒服,-1
我也是无语了 10天 降价*  ，坑人么这是！！！！！！！！！剁手东 ,-1
我也是金牌会员了第一次遇到这种情况心里非常不爽，明明我买的时候有几样赠品。收到货却什么都没有，差评 差评差评,-1
我买了刚好15天，价格降了800这15天这么值钱？能不能考虑下我们这些先买的人,-1
我买手机从来没见过不送膜的，差评,-1
我买的是货到付款的手机。对京东配送人员差评，不允许买家先拆快递包装再付款，那我付款了里面不是手机我找谁去？？？京东在线客服态度极差，不能解决买家提出的问题！！！手机机身小细节处理差，做工质量问题！！告诫大家买手机最好去实体店！,-1
我买这款手机3.18抢购的，现在两个月多一点。现在手机在京东维修部。响应并没有他们评测的那么夸张，实际使用内存没有超过1.5G，开启6个以上应用卡不死你。坏的原因是CPU温度过高，屏幕完全花掉了，去三星维修工程人员告诉我不是特例，并且即使是工厂都没有找到具体原因，目前仅仅是换屏。我的本来还能凑合着只有一点黄色能用，现在屏幕完全花掉了，搞笑的是现在我连他们维修的短信和电话都看不到了。所以说有些东西还是不建议网购了。并且建议再买一块手机哦，因为一旦坏了，维修期是需要10天哦（买新手机的路上）。再上几张还能用时的图吧。,-1
我们是双11活动的时候买的三星 Galaxy S6 Edge+（G9280）32G版 雪晶白 全网通4G手机当时买活动上说的是打白条免息免手续费的。到了我们要还款时又多出了*的手续费。这样纯属欺诈行为，以后还怎么能放心的在网上购物。,-1
我刚把电话卡放进去怎么也打不了电话把装卡器取出原来是电话已经掉到里面去了&hellip;&hellip;晕了什么烂手机？,-1
我前天买的，昨天到的，今天就降价900，太夸张了吧有点,-1
我前脚买的手机，不送无线充电器，后脚就送无线充电器，心理是极度不平衡，打客服电话，客服说那只能怪你倒霉！,-1
我去，还给不了差评？礼品全没齐，包装普通包装，,-1
我只想对那些在苹果和这款手机纠结的朋友说，不用任何思考，买苹果！这款除了颜值，其余然并卵！就这样，买了就用着吧,-1
我只想说，处理的好慢啊，给我发了个漏液的手机，这个不是重点，重点是换新机好慢好慢，好在最后处理的还行，售后态度很好，没有完全对京东失望。,-1
我只能说是我运气太差，在京东买了这么多手机，第一次买三星的居然要换机，自动重启，花屏，程序停止响应，太糟糕，而且售后居然要近半个月时间，太失望，去三星售后维修点说我是第一个出现这样问题的，5688的手机居然会出现这样的质量问题，寒心！！！,-1
我只能说曲面触屏不怎么好，玩的时候不敢动曲面。充电时手机超热，都能煮鸡蛋了。我们都当了小白鼠。,-1
我好用了两个多月，电池鼓包，手机发烫，虽然外观挺好看，但是这手机真不值这个价,-1
我媳妇买的婴儿车里面有活老鼠，以后都是一颗星,-1
我家不用床板，所以床垫是直接铺在地上的，结果就那么点高度，顶多有个18cm 手机从床板上掉到了地上，还是木质的地板，这屏就碎了，呵呵...以后再也不买三星的手机了，华而不实，垃圾得很,-1
我就想问问大家，你们买到后电量怎么样？我打开包装是53%电量，看了看应用程序不到半小时就32%！你们也这样吗还是我的这台电池有问题。半小时20%怎么用？,-1
我很想说为什么没有发票呢？真的想不明白,-1
我怎么感觉机子象翻新机呢，才几天就卡的不成样子，买来的时候屏幕和边框还有不可忍视的缝，今天早上自己重启了，卡成翔了,-1
我想给0分的，可惜系统不让。非常失望，非常失望，非常失望的一次购物体验。该手机居然不支持VOLTE，简直就是欺骗感情，都什么时代了这样的手机还敢不支持，真是no zuo no die的节奏，从此以后对三星说bye bye。,-1
我想退货   机子死机,-1
我才买半月就降了八百我去，真够意思,-1
我才买的几天的手机  就看到下面有张2014年8月的照片。能给个说法吗。不行就退货得了,-1
我才使用一个月，就经常死机，每天要死上3、4次，每次重启完都还是无法使用，要重启很多次，重启完后，电量会减少百分之二十左右。现在京东的质量真的很差！！我申请售后维修，竟然要维修30天！！！我对这次购物非常失望！！,-1
"我擦  不保值啊
我买的时候5688
现在4888 ，真的。
    第一次用三星，只听人家说用几个月会卡没说会发烫。是发烫严重。
无线充电都不敢用啊，用网线充电发烫要到40多度。
虽然不卡，发烫有点让人担心啊。",-1
我擦，第一次用三星，下午到，晚上突然黑屏，再也无法启动。真是服了。三星品质啊！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,-1
我是27号购买的，那时还说送价值200元的京东，之前问客户说收货七天后就会有，刚刚又去问客户，说没有记录，问我拿截图，气死了，现在活动过了我那里去拿证据去维权。。。一只都信任的京豆现在令我相当失望,-1
我是三星忠实用户，现在是越来越失望了，1、无线充电有时不能充电，2、反应速度是越来越慢，3，无线网络和3G网络接入速度也很垃圾(与我老婆的GUO5相比，她的已经用2年了)，4，电话进来的界面会变化，而且不能修改，开车使用是非常危险的，5，个人觉得曲屏就是扯蛋，一只手使用的时候反而不好用，容易误触，6、除了拍照还可以，基本没有什么优点，,-1
我是四月二十四收到的时间 用了两个月不到 第一次看到这个手机真的超喜欢 但是越用感觉越不行 程序会经常无响应 微信多的时候会卡住不动 两个月不到手机就这样 真心觉得不值 当初还不如再加几百买6S 这手机真的就是好看而已 个人感觉不值得购买 我已经后悔了,-1
我是特意上来评价的，真的很想骂人。。。。客服太不专业 太不靠谱，上线咨询10个客服。能专业一点么。能么？作为一个京东的资深用户，真的太失望了。客服的服务态度那叫一个好，但是不能解决问题！！！！！！！！！！宝宝非常生气！！！！！！！差评！,-1
我是真实买家。垃圾手机。最垃圾的是触摸屏。抖动不止。还卖这个价格。,-1
我是首发17号当天买的到25号先收到货太慢了，说好好有什么意外险送都是假的京东忽悠消费者的，其它配件是多的，最垃圾就是贴膜了两边曲面玻璃贴不到的早都把贴膜掉垃圾桶了，三星s6edge手机质量太差了，三星公司出厂的产品有质量问题啦买了一星期发现玻璃里面有小黑点了，还信号极差，充电的时候手机发烫稍微开几个程序慢慢开始发烫，有时手机发烫的时候有自己打开程序才闪来闪去的，换货的审核问题太慢，5月3日申请换货到现在都6号了还没审核完成我对你们审核进度太不满意了申请的时候我没上传照片，后来我叫JD客服帮我上传去售后审核的,-1
我晕，用着用着要蓝屏，自动重启，我都懒得调换，估计又是个坑。,-1
我次奥，我点的12期免利息分期，今天突然看见没有免利息，而且还要一个月还清。真tm的什么玩意。,-1
我特么服了啊！进网许可贴在手机外面 问了客服也不让撕掉！这是闹哪样？ 贴在外面给谁看呢？,-1
我用淘宝七年多了，这次是真心不满意。首先，机子一般，没想象中那么好，其次真心降价太快，刚买完付款，套餐就变更降价了，还有是客服态度太差，买之前很热情，买完之后不理人，尤其是叫22队长的客服，最后是物流太慢，走了八天。。建议要买的慎重再慎重！我都是实话实说，欢迎投诉我。,-1
我的发票呢我的发票呢我的发票呢,-1
我的因为屏幕有2个黑点，返厂维修了！！,-1
我的外放时不时没有声音要不就是有杂音！！！,-1
我的手机是在刚上市的时候买的，4月18日买的，到现在还没到三个月，手机一切都还好，充电器就不敢恭维了，直到上个月才有这种情况，刚充电一会马上接头那里烫得不行了。他们都说三星是很烫，但是这种烫也太不寻常了，我都怕充电了，怕爆炸了。到现在充电充到百分之二十就直接报警不能充电，现在手机没有充电器，别的充电器又不能充，最新版的手机怎么会是这种充电器。真是垃圾,-1
我的耳机呢？,-1
我的订单拆成两个，无线充电器和后盖一直没有货，当初买货就是 冲着无线 充电器去的，今天打京东客服说送的和卖的是不一样的货，而且不包质量，那质量不好的东西拿来做什么用。瞬间觉得被骗了,-1
我的这个竟然给我发二手手机！！！打来直接就是主界面，开机设置都没有，*你也是够了，红果果地卖二手货，以后再也不在你这里买东西,-1
我看中你的屏幕买的 买回来第一感觉就是很脏 白色背景下全是点阵 请把我赞上去都没我的HTC M8 屏幕舒服 三星这工艺我服 要不是要出去玩我就退货了 换货估计也换不到好的 差评,-1
我给差评跟配送没关系，我买了一个星期零两天，你就降价，一降就是800，可以的，我买的时候6088现在5288这是不能退货，不然高低退了，前两天手机有毛病我想退，我忍了，你这降价根本忍不了，京东太失望了，以后不会再考虑京东了！,-1
我老婆代收的，本人不在家，好像开机后不能显示系统软件，连设置菜单啥的都没有，请问是怎么回事？,-1
我肠子都悔青了！！！一个设置从头到尾都把你的操作，菜单的名称全读出来，每个命令的执行必须双击，电话肯定是打不出去的，因为必须双击数字才能输入，而且第二个数字就不能输进去了。这是啥手机啊，5月份本想给媳妇个惊喜，媳妇也一直当宝没用。今天回家后，我说看看手机怎么样啊，听广告挺好的，结果。。。。今晚是睡不着了！！！用二维码扫描了一下，还找不到商品。彻底晕菜了！！！,-1
我草，别人给我说三星机子容易卡。我还不信，现在我终于信了。才用了2个星期就各种发烫，各种卡了！,-1
我要的是铂金版。怎么给我发了一个白银的。下午拍的。第二天早上8点半到的货速度很快,-1
我觉得绝对是翻新手机  刚买回来就卡了， 还有时候触摸不了 算了 不换了 老子多的是钱,-1
